"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 06 17:46:31 CST 2023","Mon Feb 06 17:46:32 CST 2023","603","testcases","test_test","TestCaseTest","","","testcase description","TestCase ID: f6a93bed-7cad-44cb-a2cb-40ac335dbfd7"
